device_id,phone_brand,device_model
845030350533300789,Huawei,Glory 7
-5277175096343477116,Xiaomi,Mi 2S
5678086563247679400,Huawei,Ascend G700
-1949132825748042435,Huawei,Honor 3C
-7908517673040974612,Xiaomi,Red rice
-6910888585477998648,Xiaomi,Mi 2A
8001070798102860168,OPPO,R831T
1488062806358315439,Xiaomi,Redmi 1s
2536641567440897009,Huawei,Mate 7
8166760792069576339,OPPO,R1
8970096641130324078,Huawei,Mate 7
-2905409060485958751,Huawei,Honor 3C
-7845529660273896824,Huawei,Honor Play 5X
-8499783135170330306,Xiaomi,Mi 4
-2928778660612390560,Huawei,Ascend G7
-5856408003463774372,Huawei,G750-T20
-5505406134095291533,OPPO,R7S
1833751767791873545,Xiaomi,Mi 2S
-7477244022680755389,Xiaomi,MI 1S
-3606397892081255618,Huawei,G660-L075
7921032511240749524,Samsung,Galaxy S4
2140161974583540300,Meizu,MX2
-756978411990736446,Xiaomi,Red rice
2732991691363677846,Xiaomi,Redmi Note
76841522500854271,Xiaomi,Mi 4
1154602158776029043,Xiaomi,Mi 2
-576224973439088412,Huawei,Ascend P7
-3051693301285680003,Meizu,MX3
8265943760315943026,Xiaomi,Redmi Note enhanced version
8427081453140965722,Huawei,Honor 3C
-4729749519205158457,Xiaomi,Mi 3
7003102813610734093,Samsung,Galaxy S3 mini
-4884789539097329163,Coolpad,F2
2032747162144654403,Xiaomi,Mi 3
-1445157839347832156,Nubia,Z7 MAX
3585779800078614665,HTC,ONE M9+
-648386862454861662,Xiaomi,Redmi Note
4582627852921332481,Xiaomi,Mi 4
-95160666346832377,Huawei,Honor Play 4
-8249736197215467956,Huawei,Ascend P7
-6423849089947124409,Samsung,Galaxy S3 Neo+
-8470598042595754892,Meizu,MX3
195670234141920817,OPPO,1100
3934934395617094031,Hisense,HS-U978
374541942171642845,vivo,Y17W
-688384679897029571,Meizu,Mx4
-6788813608270554474,Huawei,Glory 7
8780646979494848927,waveguide,Doeasy E700
-1126922918555437164,vivo,X3L
-2116764314642297464,Coolpad,F2
2575606312561138518,Xiaomi,Red rice
3007781206416894901,Samsung,Galaxy S4
-4660239885158159246,HTC,Desire 816
2958644604163463844,Xiaomi,Mi 2A
-2280982015175648905,vivo,Y22il
102360710727082365,Xiaomi,Mi 2A
6698561289832240945,vivo,X3S
-1715756303814926708,Huawei,Mai Mang 3
1684955463337167316,Xiaomi,V182
1865480732945072123,Coolpad,F2
-8657137191584682458,Cola,MC002
-1854659058494086514,OPPO,N1T
-6342091361441801053,Samsung,G3609
-1409017110446966176,Samsung,Galaxy S2
-6459776313772210102,Samsung,Galaxy Note 3
8820671633744451646,Xiaomi,Redmi Note
-1738756243175387403,Huawei,Glory 7
5650298520506608062,Xiaomi,Mi 4
-1428816299624322182,OPPO,U701T
5939961123372845270,hammer,T1
-8341188343274128107,Samsung,A708T
-5004075107340415356,Xiaomi,Mi 3
-3540118286703429997,vivo,X1
-5106910168454923509,Coolpad,Great God F1
-3391180200174775769,Samsung,Galaxy S3
-7119902149262024334,Xiaomi,Redmi 2
8542978990179885498,Coolpad,7231
-416875316574314066,Samsung,Galaxy Note 3
3107889538272580996,Xiaomi,Redmi Note
-8658051679941552414,Xiaomi,Mi 2S
-4840425649402259571,Samsung,Galaxy Note 4
6010168893839786932,Xiaomi,Redmi Note
-6815889873515140678,Xia Xin,N828
-3976099373827367567,Huawei,Honor Play 5X
8902511290238290610,Huawei,Honor 3C Play Version
-3576006344236746598,Coolpad,7296
-3435585275416564657,Samsung,Galaxy A5
3827300610714664746,Xiaomi,Mi 3
5218111009185063119,Huawei,Ascend G7
6726602543294696512,OPPO,U707T
-6939228302640892469,Acene,U2
7745870724305619442,Xiaomi,Redmi Note enhanced version
-2746087169296994320,OPPO,R1S
295406115511839466,Huawei,Honor 6
-1864551861342449709,Samsung,A630T
8242455799911391654,vivo,X5L
3154311369868579376,Samsung,Galaxy S4
-8887631923465956789,Samsung,Galaxy Note 2
7791995491743670214,Huawei,G610S
2610814523345543815,Samsung,Galaxy Note 3
2946371595441758074,Ou Boxin,IVO 6600
1627809356262335067,Samsung,Galaxy S4
8950825775231567723,Samsung,Galaxy Note 3
-72651588395149062,Xiaomi,Mi 3
3494320045167403481,vivo,X3T
-1484824985069814769,Xiaomi,Redmi Note
-7167942060689595958,Coolpad,Great God F2
1362107963409544583,OPPO,Find 5
7106475659061723860,Xiaomi,Redmi 1s
9059573650334740359,Samsung,Galaxy S3
3956743805619993274,Amagatarai,T619
-4715930810267189961,Huawei,Honor 3X Play Edition
-7851196375760973162,Xiaomi,Redmi Note
-2361162400189056748,Xiaomi,Redmi 1s
-8634964792945591350,Huawei,Mate 7
-8020206164478660438,Asus,K012
3182461068564792567,Xiaomi,Redmi Note
-8219240062227962343,Xiaomi,Mi 3
6036029190554490182,Samsung,Galaxy Trend Duos 2
749984110982441403,OPPO,R1S
-2412572766452638690,vivo,Xplay3s
4986891477794016217,Xiaomi,Redmi Note
-673595964636567121,Coolpad,F2
-8932631236259728023,Samsung,Galaxy Grand 2
4531022220344008030,Xiaomi,Redmi Note
-5664935775773480211,Samsung,A788T
-5116656739499156887,Samsung,Galaxy Note 2
-3226633591745075000,Meizu,MX3
-5238148992490252051,Xiaomi,Red rice
1467624484401836650,Xiaomi,Redmi Note
1987647093617412744,Samsung,S658T
-7184180202073151318,OPPO,R827T
5782792084842714618,Huawei,Honor 3X
244567840384137144,Meizu,Charm Blue Note
7843741201620768144,Huawei,Y325
-1232052872913191669,OPPO,R3
-4585267683546732644,vivo,Xshot
-5346258035533030239,Coolpad,Great God F1
4423424017537078106,Samsung,Galaxy Grand 2
8853014698347829942,Huawei,Honor 3C
-4797556674555439555,Huawei,Ascend P7
2415182333023102809,OPPO,R819T
746685889649712139,TCL,ono
3151965348096033422,Xiaomi,Mi 2S
-1868826242084087739,Samsung,Galaxy S4
379534590281894377,Samsung,Galaxy Grand 2
1117727652759324385,Xiaomi,Redmi 1s
6211072885434268747,Xiaomi,Red rice
-956260863650913868,Samsung,Galaxy S4 mini
2676199126850153079,Hisense,X8T
7870422093402263424,HTC,One
3962893373565569891,Samsung,Galaxy Note 3
1851596273644351442,OPPO,R7 Plus
-4527103339592284749,Samsung,Galaxy Note 3
-3115308473236169092,Huawei,Ascend P7
2030361603352799432,vivo,Xperia Z1
-5648112719842038734,vivo,Y20T
6771907932999725458,OPPO,R1S
5140904448830462645,Huawei,Honor 3C
3105247342772932345,vivo,Xplay3s
-5943328373724122165,vivo,X3T
-3657980878117934028,Huawei,Honor 3X Play Edition
5923877482422141182,Xiaomi,Redmi Note
5945369975269774017,Xiaomi,Mi 2S
-962918629373417812,Xiaomi,Redmi Note enhanced version
-7700074909887129651,Quality rice,UIMI3
-1668558797524371503,Xiaomi,Redmi 1s
-4316927913788631799,vivo,Xperia C
-7812776169962265645,Lenovo,V889D
-7451384357444873310,Meizu,Charm Blue 2
-5109917924115829900,Xiaomi,Mi 3
1442106616915966944,Coolpad,Great God F2
-3968729478000783607,vivo,Xperia C
-161814613614572262,Xiaomi,Mi 4
-4373421322426080252,vivo,Xperia Z1 colorful version
-2076072596824775929,Xiaomi,Redmi 1s
382734410695371882,Xiaomi,Redmi Note
928816601807044778,Meizu,MX4 Pro
-6917416520837049941,Huawei,Honor 6 Plus
5735663082948670194,Xiaomi,Mi 3
522248761699495734,OPPO,R6007
-6916342866697773574,Coolpad,7270
-4693902837136193459,Huawei,G610S
-344020530166155422,Samsung,Galaxy S4
-4548821554032927811,HTC,T528W
3183893022530085478,Xiaomi,Redmi Note
2951911150634484533,Samsung,Galaxy Note 3
3908020829916674236,Xiaomi,Redmi Note
6425471757383707667,Xiaomi,Redmi Note
-209142710662319283,Samsung,Galaxy Note 3
-2945791673291374299,Xiaomi,Redmi Note
6655062958406199091,Huawei,Honor 6
6264787251672178262,Samsung,Galaxy Note 2
-8134248695960299111,Samsung,Galaxy Note 3
-8165579791386107689,Samsung,Galaxy Note 3
136752051036387855,OPPO,Find 7
1568462349133193763,Huawei,A199
-8398317070825713222,Samsung,Galaxy Note 2
-2943285630808852878,Samsung,A320T
1397571229867938399,Coolpad,Great God F1
-1070972657101413195,Huawei,Honor Play 4
7786421727494843797,OPPO,X907
1786547650303978886,vivo,X5max
-6941846423084287615,Samsung,Galaxy Note 3 Lite
2565039840046211822,Xiaomi,Redmi Note enhanced version
6126251532458113681,TCL,Moma 3n
6521972324070664956,Xiaomi,M5
-5407470192012897839,Samsung,S7898
9136618849849090522,black rice,A5
2733678444366750771,Xiaomi,Mi 3
-8295165661244106261,Samsung,Galaxy Note 3
4071802890204803245,Xiaomi,Mi 4
-2463102612189225120,Huawei,Ascend P6
2271938459207887184,OPPO,R1S
-6235353971564878682,Huawei,Honor Play 4X
425516491270454408,Coolpad,Great God F1
8956909548035574856,Xiaomi,Redmi 1s
-6319354096203483123,vivo,Xperia Z3
6798782678132971613,Xiaomi,Redmi Note
-4627055380067158214,Samsung,Galaxy Note 3
-7800329927107327410,vivo,X1ST
1592283354551217837,vivo,Y23L
697773254084556074,Xiaomi,Redmi Note
6428044192831903533,Samsung,A656
-1481997220933315762,vivo,X3T
-3758671953780799960,Xiaomi,Mi 2S
-9038623594440272552,Coolpad,8720L
629126742338365719,Xiaomi,MI 1S
-743685869075228662,Xiaomi,Redmi 2
-5872710153212581178,Huawei,Honor Play 4X
976487643240611434,Coolpad,7295C
4297454567521745253,Xiaomi,Mi 4
567479137000779390,Samsung,Galaxy Note 3
6588537674704212367,Samsung,Galaxy A7
3182126588974467142,Xiaomi,Redmi Note enhanced version
-3502011305833219151,Samsung,Galaxy Core 4G
-8722187064711165242,Xiaomi,Mi 4
-3883624033559264378,Xiaomi,Redmi Note
-6327988337281266720,Samsung,Galaxy Premier
3752798044871338206,Samsung,Galaxy Grand duos
-8881307696594013134,vivo,X5L
7638599064576582640,Samsung,Galaxy Note 3
-2338342703985323876,Meizu,MX3
-3833090739287744351,Huawei,Honor 6
1457880321987809337,Huawei,Honor 3C
1047343585317463408,Huawei,Honor 4A
-8300420438607994875,OPPO,N1 mini
-3199748738210494004,Meizu,MX2
-7774758923956662760,OPPO,R817T
-2255372323044728784,Xiaomi,Mi 2S
-1340121708718626578,vivo,X5max+
-4493806778380661403,Xiaomi,Redmi Note
521126363562190161,Samsung,Galaxy S4
3740018471631181764,vivo,X5M
664740841818015428,Xiaomi,Mi 2
-2791830799052669964,Huawei,Honor Play 4X
-7495305487247759720,vivo,X5V
4291857451484580989,Meizu,MX2
-2320495037894641349,OPPO,Find 7
-3562543614254725893,Samsung,Galaxy Note 2
2568087180276922121,Coolpad,F2
1526091526293198505,Xiaomi,Mi 2
6774045993497694670,Xiaomi,Mi 3
3613637123733718727,Xiaomi,Mi 3
-3503012350702104656,Huawei,Honor 6
2115318076588398721,vivo,Xperia S
5383816906984963127,Huawei,Mate 7
-6667997689179955637,Samsung,Galaxy Premier
-2241749216885470459,Samsung,S890
7072935210130772208,Xiaomi,Redmi Note
3942385336441872252,Samsung,Galaxy mega 5.8
-4662237062186040704,Xiaomi,Mi 2
3892728194091787020,Coolpad,7295
-2508238372706337628,Xiaomi,Redmi Note enhanced version
-4143708920129227407,Xiaomi,Mi 3
5711667702907577603,Huawei,C8817E
2379815323166892726,vivo,Y13L
7817039525629187208,HTC,Desire 820
-7859159655081045388,Samsung,Galaxy Trend 2
-928533546252239647,Coolpad,F2
-5963823067869134670,Xiaomi,Mi 4
1838145357750255157,Samsung,Galaxy S5
1627335211832089479,OPPO,U701
8289326892466179941,OPPO,R1C
3686174580223335270,vivo,Y11
4309098271996337255,vivo,Y13T
-2573109902709556925,vivo,S7I
7315422192320165868,Samsung,G3588V
5227884932037668423,Samsung,Galaxy Note 2
5299880329335113243,Xiaomi,Mi 4
-6716953922163155294,Samsung,Galaxy A7
-5593318804805736275,OPPO,N1 mini
1513402990297914172,Meizu,Charm blue
1594577060950492592,Samsung,Galaxy S5
-843494558030429669,Xiaomi,Mi 4
5446913796434345063,Huawei,Honor Play 4
-2397903544018665436,vivo,Y27
-2172929291589018044,Lenovo,N818
2292278570116273295,vivo,Xplay
5526508138658517285,TCL,P360W
4246882640734663865,Xiaomi,Mi 2S
750084535794521795,vivo,Xperia Z
8963362007458270484,Xiaomi,Mi 4
-8117913930769301778,Huawei,Honor 3C
-1770384700187001813,Samsung,Galaxy S4
-5585200936988094485,Xiaomi,Mi 4
2359893002417499678,Huawei,Y511-T00
4335523533167411251,Meizu,Charm Blue Metal
4849958184098411060,Asus,T00G
-3030626769367083690,vivo,X5max+
4618707529338593590,OPPO,R5
-9025350724196863533,Huawei,Y511-T00
5093742074652555674,Xiaomi,Mi 2S
-8797691021835688059,Samsung,Galaxy Grand
-1363536758915420030,Xiaomi,Mi 3
2665961451598990630,Huawei,Ascend G7
8350285013517101241,LG,G2
804805193693465712,Xiaomi,Redmi Note enhanced version
7429258071058195011,Samsung,Le Meng K3
-8249634630737555302,Xiaomi,Red rice
2754710660241572184,Xiaomi,Mi 3
-1598479643162516484,Samsung,Galaxy Note 3 Lite
8961356252479340657,Samsung,Galaxy ACE DUOS
-6485836672533857324,Samsung,Galaxy A7
4293283801686084976,Meizu,MX3
-2705157974586527890,vivo,Y11
-620541158859066662,Huawei,Ascend P7
-4307993308323975261,Huawei,Honor Play 4X
-3351624683730382017,Xiaomi,Redmi Note2
6088590117634925167,vivo,X5max+
-8881071865742467804,Samsung,Galaxy mega 5.8
-7912160713722339974,Meizu,Mx4
8616620808185032502,Cooler,S1
7526676333218439445,vivo,Y23L
-8685993596029494695,Coolpad,Great God Note
-5566171248535523313,Xiaomi,GN708W
2940446635257859,Xiaomi,Redmi Note
8945346455457728894,Lenovo,9180
128643396837185669,Meizu,M031
3855677196437263301,OPPO,1100
-4412430760781595923,Huawei,Honor Play 4
-8835940663386007121,Xiaomi,Mi 2S
-1910254921570139054,Huawei,Honor 3X Play Edition
-5138440888633893097,Xiaomi,Mi 4
2074905044340885969,Huawei,Honor 3C
2263742067772898304,OPPO,N1T
-1272733380527207961,Xiaomi,Mi 4
6717109601366242331,OPPO,Find 7
-8000936933295370392,Huawei,G520-T10
-3081493171613748689,OPPO,R1
-787299567739218720,Huawei,Honor 6
1448984403340112991,Xiaomi,MI 1S
3233451041635261986,Xiaomi,Mi 4
9212688420052889253,Cola,MC002
546948496711659404,Samsung,Galaxy Note 2
-704131746102884274,OPPO,R1
8777368182892232917,Samsung,Galaxy Win
437795667586899572,Samsung,A308T
-3506492913280937311,Huawei,Honor 6 Plus
4798795760541339992,Samsung,Galaxy S5
277743602017049158,Samsung,Galaxy Note 2
-15757824106214834,vivo,X5sl
-2687733317327024299,Meizu,MX2
-4726029810751065202,OPPO,R1C
-4512443915942804499,Meizu,MX4 Pro
-1570707258379526700,Samsung,Galaxy S3
3604623178633962965,Xiaomi,Redmi Note
3257608970266724232,Xiaomi,X805
-3618005671050146527,Xiaomi,E3
3866558733117568257,OPPO,R831T
3237592021416649978,Xiaomi,Mi 2S
-5121046692346245450,Lenovo,U819
8619646577464241006,Samsung,Galaxy S3
-7452013791509397520,Coolpad,F2
7507601435221672574,Samsung,Galaxy S2
6142514733108863763,OPPO,N3
2713337369590018245,Huawei,Mate 7
5633362999771774821,vivo,X3T
6059294517157506736,Lenovo,U960s3
-7059231770811417306,OPPO,R3
1784478932107217175,Duowei,D330
5499695773610044897,Samsung,S5830i
-2081069249332108357,Meizu,MX3
6991217581094472148,Easily,S300
-884913075114520634,Quality rice,3
-3460744526753657058,Xiaomi,Redmi Note
4115681559602790277,Huawei,Honor 6 Plus
-1308775335166214952,Coolpad,8089
-738460817257582275,Samsung,Galaxy S4
-5593685276638362691,Samsung,Galaxy S5
-2816817037498906128,Samsung,Galaxy Note 3
1149211885547251057,Coolpad,F2
-2217951254060140671,OPPO,R821T
-5407276285918236696,Xiaomi,MI 1S
-8480612723734037982,Huawei,Mai Mang 3
-4271886632293997999,OPPO,R821T
3422982487102990350,Xiaomi,Redmi Note
-1434732641350773900,Samsung,Galaxy S4
5116638273910281326,Xiaomi,Mi 3
1559154148871806858,Huawei,G620-l75
-4112379879696988756,Samsung,G3588V
6227257023033060336,Meizu,MX3
-4087789077399370230,Huawei,Honor 3X Play Edition
4294712173365484501,Samsung,Galaxy S5
5674687560961355447,Huawei,G610T
8318100346417416213,Meizu,Mx4
909805606703852504,Samsung,Galaxy Note 2
-7758228565061077464,Samsung,S7898
3564277380679420257,Meizu,MX4 Pro
-868298306087995561,Samsung,A360T
70333084142575012,OPPO,R6007
7027393115319496113,vivo,Xplay3s
2892226852779695191,Meizu,Charm Blue Note
2046328821534201160,Samsung,Galaxy mega 5.8
6570886983410640850,Xiaomi,Redmi Note
-3029742704388474339,Xiaomi,Redmi 2
-2229215059658200601,Xiaomi,Mi 2A
8176285115241878502,Coolpad,F2
8950446696058091394,Samsung,Galaxy S4
-6536303909251882109,Meizu,Charm Blue Note
232974222026050735,Lenovo,9180
7854213769826566742,Xiaomi,Red rice
6625638433380630595,Huawei,Honor 6 Plus
-7052719623154709360,Meizu,Charm Blue Note
-2719417216684824374,Coolpad,7231
-8842665602945971729,Samsung,Galaxy Win
-3089485152203599225,Xiaomi,Mi 3
8926080003397864358,Coolpad,F2
5889153208118056610,Lenovo,Q505T
-2727418002371401245,Huawei,Honor 3C
4340621461390523625,Xiaomi,Redmi Note
-753294822914732594,Xiaomi,Mi 2S
4501666440418139378,Samsung,Galaxy Note 2
4716680868101318501,TCL,mwah
-8982483345024276838,Huawei,Honor 6
-8873943941834875391,Meizu,Charm Blue Note
620237021889294850,Meizu,Charm Blue Note
3049984886308102016,Xiaomi,Redmi 2
-6734887247601947688,Samsung,Galaxy Ace 3
747339885826917436,LG,Nexus 4
-7819752637240265259,HTC,X920e
5315420797728508996,Faixun,C630LW
-7481111111839195597,Samsung,Galaxy S5
6876559419219567719,OPPO,Find 7
2307084240739912766,OPPO,1107
7987487070655747087,Nubia,Z5S mini
-152179712424610612,Samsung,Galaxy Note 3 Lite
6083697236620677838,Samsung,Galaxy A5
5480596875400361216,Meizu,Charm Blue Note
5916386736527873443,Huawei,Honor 6 Plus
-2185325955510604003,vivo,Y15
-5542082176454822534,Xiaomi,Red rice
-5893819325634715400,One plus,One
-2548792178007897205,Samsung,Galaxy S4 mini
-6937015453809011267,LG,Nexus 5
802027424614675518,Xiaomi,Mi 4
-2723206092583772749,Samsung,Galaxy S5
6150135805542202405,Samsung,Galaxy Note 4
6769117680312896609,vivo,X1ST
-7131224815424806225,vivo,Y28L
5592921759066620039,Samsung,Galaxy A7
3032089151740683716,Xiaomi,Redmi 2
8289429094150751335,Huawei,C8813Q
-6197086269594836460,Samsung,Galaxy Golden
6523783966420638287,vivo,S9
-8252988162122380514,Meizu,Charm Blue Note
-3357429859221668991,Samsung,Galaxy S3
2813305021353271025,Samsung,Galaxy S4
-5894771669941624844,vivo,Y17W
7094278252602686038,vivo,X3T
6602948032310346707,Samsung,Galaxy S4
-7562625658171595272,Samsung,Galaxy Note 3
9147031118565819657,Xiaomi,GN9002
3060584879818077300,Samsung,Galaxy S4
3529749153128960245,Samsung,Galaxy Note 3
1443261475326084685,Lenovo,Red Bull V5
-2104546478889946588,OPPO,R830s
-1085340373626926419,Huawei,Ascend P6
-5900967777424086,Xiaomi,Redmi Note
-4773515068897867765,Xiaomi,Redmi Note
5396279965835259703,Samsung,Galaxy Note 2
-338820587238028066,Samsung,A828T
-7040419735772046536,Coolpad,F2
1287895872540699255,Samsung,K900
-3810087395037263146,Xiaomi,Mi 2S
1730270929829160323,Samsung,Galaxy face
-1213841275813938160,Samsung,A828T
-4887865428247740590,Quality rice,3
-8580645035778342156,Huawei,Honor 6
8048311625498258249,Xiaomi,Redmi Note
-8455679284599097373,Samsung,Galaxy Trend 3
3045914440167180139,Samsung,Galaxy Trend Duos 2
-3992203855182517551,Samsung,Galaxy S4
-7244312340475975813,Amagatarai,Touch 3
-8465496731756711783,Xiaomi,Redmi Note enhanced version
3162535920545029920,Coolpad,5219
-2936379221235934137,OPPO,R831T
-1705853386860352968,OPPO,Ulike2
7016091516615621402,TCL,S838M
-5206071626947528008,vivo,X1ST
5562385415447276872,TCL,P301m
7870574782351789188,OPPO,R1S
-6228030316957777473,Coolpad,5311
-9131740773520376212,HTC,G11
4708207045074742022,Xiaomi,Xiaomi Note
442842061129641625,Coolpad,Y80D
7440561806049121005,OPPO,N1 mini
-2312190138851794610,Xiaomi,Mi 4
-4795316098243003170,Huawei,Honor 3C
1213860188805889422,Xiaomi,F103
-1818469716373609187,Xiaomi,Redmi Note
-1185379159962748782,Samsung,Galaxy S5
-217619740860068961,Meizu,Mx4
-2633925335346908339,Xiaomi,Redmi Note2
1529309126550940403,Samsung,A288T
-9170467932336441001,Samsung,Galaxy Note 3
8219504246911303095,Coolpad,Great God F2
-4503122040569510916,Xiaomi,Red rice
-3994898127003853876,Huawei,Honor 6
7556404484487719976,Coolpad,7296
1745756692762237597,Samsung,Galaxy Core 4G
-5591111000574813219,Samsung,Galaxy S4
-6053135675500588406,Xiaomi,Mi 2
6966911467278627341,Lenovo,Star 1
-7270164288661976664,Premium purchase,: UOOGOUT1
-2432695779753983381,OPPO,R3
-6398939168659533923,Coolpad,5216D
8420487327228896575,vivo,Xperia Z2
-8809124949673635121,Huawei,Honor 3X Play Edition
2298740316089159587,Huawei,G610S
5132236745990365339,Xiaomi,Mi 2C
5287617505108557314,vivo,X1
8155765162446080494,Big Q,Thunder fighter
2370078556693556797,Xiaomi,Mi 2A
-4273746860044367715,Xiaomi,Redmi Note2
-6921635751638526189,Xiaomi,Red rice
-2780412525916380947,Xiaomi,Mi 2S
2078553759784986483,vivo,X3T
-1692724522268171061,Huawei,Honor 6
-3676608890733516359,HTC,One
-6081433402683625480,Samsung,Galaxy S4
7511334634039982625,Meizu,MX3
-823857771889445061,vivo,X1ST
1885740871710274486,Xiaomi,Mi 2
6721639827938905415,Huawei,Honor 6
3349365100383043437,vivo,Y23L
8126705429026764843,vivo,X3L
-7030420875941736543,Huawei,Ascend P7
7599700821487729314,Huawei,Y320C
2628956328471920417,Amagatarai,Touch 3
7297909308198310891,Xiaomi,Xiaomi Note
760747426901347146,vivo,Y17T
5411226830123898993,OPPO,R811
-4351890519068872481,Samsung,Galaxy j7
1228860663188709505,Xiaomi,Mi 2S
-5313667596504368503,Meizu,MX3
-3403884623959341405,Huawei,G521
381608027219091788,Samsung,Le Meng K3
654728508713398359,Huawei,Honor Play 4
-4100224917420599573,Meizu,MX4 Pro
207038927672406450,Samsung,Galaxy Note
-723445678960200893,Samsung,Galaxy S3
5267701271812819027,Xiaomi,Mi 2S
5493444402853879135,vivo,Y11it
8212814732554311876,OPPO,R1S
-1047613291607449053,Xiaomi,Mi 2S
5007956106214358552,Xiaomi,MI 1S
4501243227397039693,OPPO,N1 mini
-6508866801798304733,Samsung,Galaxy Note 2
-1450255145347871411,Samsung,Galaxy S3
4544535354761615347,vivo,Xperia C
6346923771124334911,Huawei,C8816
-4343277377568081738,Xiaomi,Xiaomi Note
-5331833767904606559,Samsung,G3818
-3341027901881467525,Samsung,A388T
2431891918929135946,LG,P880
-7711079248123280338,Samsung,Galaxy Note 2
4480123053132395479,Samsung,Galaxy S2
-5493132290688405973,Xiaomi,Redmi Note
3994728980740265067,Samsung,Galaxy mega 5.8
6609086206465736857,vivo,Y28L
-6227669985539768725,Xiaomi,Mi 2S
3968241257445868316,Huawei,Honor 3C
7530325050063235553,Xiaomi,Mi 2S
2272379324542818095,Samsung,Galaxy Premier
76660669645375028,Xiaomi,Mi 4
-545493082770787080,Samsung,A850
-6149783181774952898,vivo,X3L
-8379413119052153074,Coolpad,8730L
60010730812995794,Xiaomi,Red rice
-3769589950580664597,Xiaomi,Mi 3
-836562373908025844,Samsung,Galaxy S4
-2895964209886728666,Meizu,Charm Blue Note
1808325866439188349,Xiaomi,Mi 4
2604386424873031030,vivo,Xplay3s
3585296380238029388,vivo,X5L
-1474976378266851901,Huawei,Honor 6
-6220378726924613075,Xiaomi,Elife e7 mini
-932905524614638692,Huawei,Honor Play 4
9037922939931523994,Xiaomi,Mi 4
-852371106197248522,Huawei,Honor 3C
-1065553319625941359,Samsung,Galaxy mega 5.8
5843623613840693191,Coolpad,F2
1250324840412132906,OPPO,R831T
570001624090048120,Coolpad,8190Q
7982084310706493591,E faction,T7
-4686535720130055254,Xiaomi,Mi 4
-773618787943357112,Samsung,Galaxy j3
6983425441209867207,Huawei,G620-l75
5195329621452682019,Xiaomi,Mi 4
-4810052376261096234,Xiaomi,Redmi Note
2678011592111146813,Huawei,Honor 3C
8561294073194381001,Samsung,Galaxy Note 3
6339746164229455458,Huawei,Honor 6 Plus
-917766988501839318,Meizu,Charm Blue Note
-7297023630847864259,Huawei,Honor Play 4X
1981017832428113473,vivo,X5sl
4159885124724654991,Samsung,Galaxy S4 ZOOM
1789617692978561908,Xiaomi,Redmi Note
-6187347318982012876,Xiaomi,Mi 4
-2866827629890471356,OPPO,R1C
2601763675100663043,Xiaomi,Mi 3
3972156928160079085,Xiaomi,Mi 3
-3650852731987265648,Xiaomi,Mi 4
4678477595364807929,Xiaomi,Redmi Note enhanced version
-7136874385262867336,Samsung,Galaxy S4
-3012273801735093063,Huawei,Honor Play 4
-5827879494010891678,Meizu,Charm Blue Note
5450847761385095606,Xiaomi,Red rice
199883397471823014,Huawei,Mate 7
-4927507736563616909,Lenovo,U818
-1617792118255990309,Xiaomi,Red rice
6646851420859366584,Huawei,Honor 3X Play Edition
2729388997594500827,Samsung,Galaxy S3
-5203432551509042093,Meizu,MX3
-1730112584222778461,Huawei,Honor 3C
531549549081180202,Huawei,Mate 7
-8825021168407808993,vivo,Xplay
-6388768865037963350,Huawei,Mate 7
-7037166126184069421,Samsung,Galaxy Win Pro
5783967388688763107,Huawei,Honor 6 Plus
-1556033319511520261,Xiaomi,Redmi Note
6059896134255442507,Lenovo,Grand Memo 2
6493245577683474244,Coolpad,F2
2039585326364981411,Meizu,MX3
5649797654440283487,Huawei,Honor 3C
2701781653965333107,vivo,X5max+
5918919688279205108,Meizu,Charm Blue Note
-1159080186978211864,Nokia,XL
-125301927607505191,Huawei,Y325
-4481185393957286034,Samsung,Galaxy Mega 2
-6336052478019780322,Xiaomi,Redmi Note
-7993695046760561043,Huawei,Ascend G6
3620880592620064269,Huawei,Honor 6
5458322963979392898,Xiaomi,Redmi Note
-2012231247296841430,vivo,Y17T
-4374937426777530990,Xiaomi,Mi 4
-6046530961067993158,Xiaomi,Mi 2
-1049771485724654213,Xiaomi,Red rice
6324724622965139311,OPPO,R3
-8837433484602999418,Huawei,Mate 7
-929231302007788442,Huawei,Honor 3C
-3456432849453628571,vivo,X3T
-3577644804811514105,Xiaomi,Mi 4
-304665777846365300,Xiaomi,Xiaomi Note
-2234324112650491697,Samsung,Galaxy Grand
-5773059331870951296,One plus,One
3812202696072330656,Xiaomi,E6T
5728215235957809522,vivo,Y28L
20410840452840269,Xiaomi,Mi 2S
-5678918121579612561,Huawei,Honor 3X Play Edition
6202227178995159675,Xiaomi,Redmi Note
2416254521512255392,vivo,X3S
8694414350148569749,Xiaomi,Redmi Note
-8916981455763969916,Aipaer,iph-800
-2075202413593260151,OPPO,R6007
8540822893846307117,Xiaomi,Mi 3
-83732598486977003,Lenovo,U793
4810400390431779791,Samsung,Galaxy S4
-1159827018158619861,Meizu,Charm Blue Note
6994950338348579305,HTC,One
7052591887343260975,Samsung,Galaxy Grand Prime
-221913572778679261,Meizu,Charm Blue Note 2
8869855395663105115,OPPO,R7
8844531192872640889,Coolpad,F2
7091999214235574429,Xiaomi,Mi 4
-161388074095828378,OPPO,1107
-8725135028561362186,Coolpad,F2
6380533208974894961,Samsung,Galaxy Win
